Item UPC,Top 500,ID,UPC,Product ID,Sequence,Manufacturer,Distributor,Brand,Product Description,Product Size,Drug Interactions,Directions,Indications,Ingredients,Vitamin and Minerals,Low Fat,Low Sodium,Fat Free,Sugar Free,Good Source of Fiber,Vegan,Vegetarian,Lactose Fre,Flavor,Antibiotic Free,Temperature Indicator,Wheat Free,Gluten Free,Hormone Free,Natural,Nitrates Free,Nitrites Free,Organic,Peanut Free,Ready to Cook,Ready to Heat,Dairy Free,Egg Free,Kosher Codes,Recycle Codes,NDC Code,Country of Origin
070230107206,38,97873,00070230107206,d96e0640-c243-11e2-a855-005056ab0051,1,Nestle Purina PetCare Company,,Tidy Cats,Purina Tidy Cats Non-Clumping Cat Litter For Multiple Cats,,,"To open:
Pull colored tape off to the left.
Directions: use a moisture-proof cat box large enough to comfortably accommodate your cat(s). We recommend removing solid waste daily and cleaning the cat box with warm water and a mild detergent between litter changes.
1. Pour to a depth of 2-3 inches.
2. Remove solids daily.
3. Add more litter to maintain a depth of 2-3 inches.
Note: we want to remind those with suppressed immune systems and pregnant women that a parasite sometimes found in cat faces can cause toxoplasmosis. Please wash hands thoroughly after handling used cat litter. Encouraging your cat to use an indoor litter box, or properly disposing of outdoor cat feces, is beneficial to overall water quality. Please do not flush cat litter in toilets or dispose of it outdoors in gutters or storm drains. Used litter is not recommended for garden use. Store in a dry place. Product is filled by weight; some settling may occur.",,Natural Clay Product with Deodorizing System.,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
041789001215,39,57451,00041789001215,f206acf0-c75b-11e0-bffd-005056957023,1,"Maruchan, Inc.",,Maruchan,Maruchan Instant Lunch Chicken Flavor Ramen Noodles with Vegetables,,,"Recommended cooking directions.
1. Fold back lid half way. Fill to inside line with boiling water.
2. Close lid securely and let stand for 3 minutes.
3. Remove lid, stir thoroughly and enjoy from cup.
Microwave directions: see lid for details.",,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (contains one or more of the following: Canola, Cottonseed, Palm) Preserved by TBHQ, Salt, Dehydrated Vegetables (Carrot, Corn, Green Peas, Onion, Garlic, Celery Stalk), Maltodextrin, contains less than 2% of: Monosodium Glutamate, Sugar, Hydrolyzed Corn, Wheat and Soy Protein, Powdered Cooked Chicken, Chicken Fat, Spices (Celery Seed), Yeast Extract, Potassium Carbonate, Sodium (Mono, Hexameta, and/or Tripoly) Phosphate, Soy Sauce (Water, Wheat, Soybeans, Salt), Sodium Carbonate, Turmeric, Silicon Dioxide (Anti-Caking Agent), Disodium Inosinate, Disodium Guanylate, Chicken Broth, Lactose, Soya Lecithin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S.A.
017800149150,41,46082,00017800149150,c1356210-e7df-11e1-a3e7-005056ab0051,1,Nestle Purina PetCare Company,,Purina,Purina Dog Chow Complete & Balanced Dog Food,,,"Amounts are recommended for an average adult dog with normal activity. Remember food intake requirements vary depending on age, activity and environment, and should be adjusted accordingly.
Feeding weaning pups: puppies start to nibble on solid foods at 3 - 4 weeks of age. Keep moistened Purina® Dog Chow® (three parts kibble to one part water) available to puppies at all times until fully weaned (6 - 8 weeks of age).
Feeding growing pups: after weaning, Purina® Dog Chow® can be fed moistened or dry at the same time every day-very young puppies three times a day, older puppies twice a day. Use the feeding guidelines shown here, but remember individual needs can vary. Feed to maintain ideal body condition as shown on the back panel. Slight appetite changes and occasional digestive upsets are normal in puppies. If upsets become severe or linger longer than a day or two, contact your veterinarian.
Feeding for reproduction: Purina® Dog Chow® provides the extra nutrition needed by reproducing females in stages of gestation and lactation. Food consumption may vary during gestation, so feed the amount needed to maintain the pregnant female's good body condition. Food intake may double or even quadruple during lactation.
Switching to Purina® Dog Chow®: when switching to Purina® Dog Chow® from another food, please allow 7 - 10 days for the transition. Gradually add more Purina® Dog Chow® and less of the previous food to your pet's dish each day until the changeover is complete. This gradual transition will help avoid dietary upsets.
Provide adequate fresh water in a clean container daily.
For your pet's health, see your veterinarian regularly.
Recommended daily feeding amounts - using a standard 8-oz measuring cup.
Adult god size (lbs) - feeding amount (cups).
3 - 12 - 1/3 to 1.
13 - 20 - 1 to 1-1/3.
21 - 35 - 1-1/3 to 2.
38 - 50 - 2 to 2-2/3.
51 - 75 - 2-2/3 to 3-1/3.
76 - 100 - 3-1/3 to 4-1/4.
Over 100 - 4-1/4 cups plus 1/4 cup for each 10 lbs of body weight over 100 lbs.
Feed to ideal body condition.
Too thin ribs are highly visible. Increase the amount you are feeding. After 2 or 3 weeks, compare again. Adjust until dog exhibits ideal body condition.
Ideal can feel outline of ribs. Dog has a waist when viewed from above. Belly is tucked up when viewed from the side. Maintain current feeding regimen.
Too heavy dog has no waist when viewed from above. Belly is rounded when viewed from the side. Decrease amount you are feeding. After 2 or 3 weeks, compare again. Adjust as necessary.
Store in a cool, dry place.",,"Whole Grain Corn, Poultry By-Product Meal, Corn Gluten Meal, Animal Fat preserved with Mixed-Tocopherols (form of Vitamin E), Meat and Bone Meal, Soybean Meal, Egg and Chicken Flavor, Whole Grain Wheat, Animal Digest, Salt, Calcium Carbonate, Calcium Phosphate, Potassium Chloride, Choline Chloride, L-Lysine Monohydrochloride, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Zinc Sulfate, Vitamin E Supplement, Ferrous Sulfate, Yellow 6, Yellow 5, Manganese Sulfate, Niacin, Red 40, Vitamin A Supplement, Blue 2, Copper Sulfate, Calcium Pantothenate, Garlic Oil, Pyridoxine Hydrochloride, Vitamin B-12 Supplement, Thiamine Mononitrate, Vitamin D-3 Supplement, Riboflavin Supplement, Calcium Iodate, Menadione Sodium Bisulfite Complex (source of Vitamin K Activity), Folic Acid, Biotin, Sodium Selenite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
071300000083,42,29539,00071300000083,7ab89630-9ea7-11e1-a291-005056ab0051,1,New World Pasta Company,New World Pasta Company,Ronzoni,Ronzoni Enriched Macaroni Product Spaghetti,,,"Step 1: Select Number of Portions.
Portion - Pasta - Water - Salt.
1 - 1/4 box - 2 qt - 1 tsp.
2 - 1/2 box - 3 qt - 2 tsp.
4 - full box - 5 qt - 1 Tbsp.
Step 2. Pick your Time/Firmness.
10 minutes al dente. 11 minutes firm. 12 minutes tender.
Step 3 Cooking Directions:
1. Bring water to a rapid boil. To add flavor and reduce stickiness, add salt.
2. Add pasta and stir; return to rapid boil.
3. Cook uncovered, stirring occasionally.
4. Drain well. Serve as desired.
Maintaining Perfect Pasta. To keep cooked pasta fresh for later use, toss with a small amount of olive oil or sauce, and refrigerate.",,Semolina (Wheat); Durum Flour (Wheat); Niacin; Iron (Ferrous Sulfate); Thiamin Mononitrate; Riboflavin; Folic Acid.,"Folate (Folic Acid)--25%
Iron-10%
Thiamin-30%
Riboflavin-10%
Niacin-15%",,,,,,,,,,,,,,,,,,,,,,,,1,,,United States of America
070662030035,43,34410,00070662030035,89aa3230-d264-11e0-affb-005056957023,1,Nissin Foods USA Co Inc.,,Nissin,Nissin Cup Noodles Chicken Ramen Noodle Soup,,,"Chicken flavor recommended cooking directions.
1. Pull back lid to dotted line.
Fill cup to inside line with boiling water from kettle or microwave.
2. Close lid and let stand for 3 minutes. 
Stir well and enjoy.
Do not microwave.",,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Palm Oil, Salt, Dried Carrot Flake, contains less than 2% of Dried Corn, Dried Green Pea, Monosodium Glutamate, Powdered Chicken, Glucose, Onion Powder, Dry Soy Sauce (Wheat, Soybean, Salt), Hydrolyzed Corn and Soy Protein, Maltodextrin, Spice and Color, Garlic Powder, Calcium Silicate, Sugar, Potassium Carbonate, Sodium Carbonate, Sodium Tripolyphosphate, Citric Acid, Rendered Chicken Fat, Autolyzed Yeast Extract, Disodium Guanylate, Disodium Inosinate, Natural and Artificial Flavor, TBHQ (Preservative), Sodium Alginate, Autolyzed Torula Yeast Extract.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
050000010110,44,18598,00050000010110,4d804e90-6222-11e1-a73b-005056957023,1,Nestle USA Inc.,"Nestle USA, Inc.",Carnation,Nestle Carnation Evaporated Milk,,,"Shake well.
Refrigerate after opening. As with any fresh milk, use within a few days.",,"Milk, Dipotassium Phosphate, Carrageenan, Vitamin D3.",,,,,,,,,,,,,,,,,,,,,,,,,"1,13",Y,,USA
761720058206,45,101300,00761720058206,b326c650-c79a-11e2-9bab-005056ab0051,1,ACH Food Companies,"ACH Foods Companies, Inc.",Mazola,Mazola Corn Oil Cholesterol Free,,,"To use: recommended frying temperature: 375 degrees F. Avoid overheating oil. To prevent spattering, blot or wipe excess moisture from foods before adding to oil.",,Corn Oil.,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,USA
014500011282,47,112698,00014500011282,28178260-0b52-11e3-9b46-005056ab0051,1,"Birds Eye Foods, Inc.",,Birds Eye,Birds Eye Steamfresh Selects Mixed Vegetables,,,"Keep frozen.
*For proper food safety, cook 1 bag at a time to a temp. of 160 degrees F. Refrigerate leftovers promptly; reheat before serving.
Microwave directions:
1) Place frozen, unopened bag this side up in microwave.
Do not pierce bag. For microwaves with a metal rack, remove rack.
2) Microwave on high for 4 to 6 minutes.*
During cooking, the bag will slowly inflate. A special vent in the bag will allow the steam to escape and a whistling sound may be heard.
3) Let stand for 1 minute after cooking.
Cook thoroughly before eating.
Microwave cook time:
Wattage - 1200 - Minutes 4. Wattage - 1000 - Minutes 4 1/2-5. Wattage - 800 - Minutes - 5 1/2-6.
Stove top:
Place in saucepan with 1/4 cup water. Bring water to boil over high heat; reduce to medium. Cover and cook 6 to 7 minutes. Drain and serve.
Carefully handle bag at corners marked with the red dots and remove from microwave with two hands. Hold bag over serving dish. Tear bag at notch. Pour, stir and enjoy!",,"Corn, Carrots, Peas, Green Beans.",,,,,,,,,,,,Frozen,,,,,,,,,,,,,14,,,USA
613008720858,48,42364,00613008720858,b1205f70-b17e-11e1-9d1a-005056ab0051,1,Arizona Beverages USA,,Arizona,Arizona Arnold Palmer Lite Half & Half Iced Tea Lemonade,,,"Shake well.
Refrigerate after opening.",,"Premium Brewed Blend of Black Teas using Filtered Water, High Fructose Corn Syrup (Glucose-Fructose Syrup), Lemon Juice from Concentrate, Pear Juice from Concentrate, Citric Acid, Ascorbic Acid (Vitamin C), Natural Flavors, Sucralose (Splenda® Brand), Acesulfame Potassium, Gum Acacia.",,,,,,,,,,,,,,,,,,,,,,,,,1,"5, 7",,
761720058596,49,80676,00761720058596,1b518630-4874-11e2-b0de-005056ab0051,1,ACH Food Companies,"ACH Foods Companies, Inc.",Mazola,Mazola Corn Oil,,,"To use: recommended frying temperature: 375 degrees F. Avoid overheating oil. To prevent spattering, blot excess moisture from foods before adding to oil.",,Corn Oil.,,,,,,,,,,,,Shelf Stable,,,,,,,,,,,,,1,2,,
041789002311,50,33311,00041789002311,8b356d30-bf78-11e0-935b-005056957023,1,"Maruchan, Inc.",,Maruchan,Maruchan Ramen Chicken Flavor Noddle Soup 12 Pack,,,,,"Ramen Noodle ingredients:
Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Vegetable Oil (contains one or more of the following: Canola, Cottonseed, Palm) Preserved by TBHQ, contains less than 1% of: Salt, Soy Sauce (Water, Wheat, Soybeans, Salt), Potassium Carbonate, Sodium (Mono, Hexameta, and/or Tripoly) Phosphate, Sodium Carbonate, Turmeric.
Soup Base ingredients:
Salt, Monosodium Glutamate, Sugar, contains less than 1 % of: Maltodextrin, Hydrolyzed Corn, Wheat and Soy Protein, Spices (Celery Seed), Dehydrated Vegetables (Garlic, Onion, Chive), Natural Flavors, Turmeric, Disodium Inosinate, Disodium Guanylate, Powdered Cooked Chicken, Cabbage Extract, Lactose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
041196010329,51,4416,00041196010329,11633f80-541c-11e1-aec1-005056957023,1,"General Mills, Inc.",Progresso Foods,Progresso,Progresso Traditional Chickarina Soup,,,"Ready to serve.
Stove-top: heat in saucepan.
Microwave: heat in covered microwavable bowl on high 2-4 min. Careful-leave in microwave 1 min; stir.
Refrigerate leftovers.
1. Lift tab to rim.
2. Pull up & back slowly.",,"Chicken Broth, Meatballs (Beef, Pork, Water, Soy Protein Concentrate, Bread Crumbs [Bleached Wheat Flour, Dextrose, Salt, Yeast], Salt, Egg White, Romano Cheese [made from Sheeps Milk, Cheese Cultures, Salt, Enzymes], Parsley*, Garlic Powder, Natural Flavor), Enriched Pasta (Semolina Wheat, Egg Whites, Niacin**, Ferrous Sulfate [Iron], Thiamin Mononitrate**, Riboflavin**, Folic Acid**), Carrots, Celery, Cooked White Chicken Meat, Carrot Puree. Contains less than 0.5% of: Water, Corn Protein (Hydrolyzed), Salt, Chicken Fat, Potassium Chloride, Yeast Extract, Sugar, Onion Powder, Modified Food Starch, Soy Protein Isolate, Parsley*, Sodium Phosphate, Natural Flavor. *Dried, **B Vitamin.",,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
013800103406,52,57756,00013800103406,f2dec300-bbb7-11e1-81c1-005056ab0051,1,Nestle USA Inc.,"Nestle USA, Inc.",Stouffer's,Stouffer's Simple Dishes Macaroni & Cheese,,,"Keep Frozen. Cook Thoroughly.
For food safety & quality, read and follow these cooking instructions to ensure that product reaches an internal temperature of 160 degrees F.
Microwave oven cooking: Directions developed using 1100 watt and 700 watt microwave ovens. Ovens vary; cooking time may need to be adjusted.
1. Remove tray from box. Cut film cover to vent.
2. Microwave as follows: Wattage of microwave - cook time - 1package.
1100 watt - cook on high 4 minutes. Remove cover, stir and re-cover. Continue cooking on high 2 minutes.
700 watt - cook on high 6 minutes. Remove cover, stir and re-cover. Continue cooking on high 3 minutes.
3. Let stand in microwave 1 minute to complete cooking. Carefully remove tray from microwave. Carefully remove cover, stir & enjoy!
Conventional oven cooking: Since ovens vary, cooking heat and times may require adjusting.
1. Preheat oven to 350 degrees F. Do not exceed 350 degrees F. Remove tray from box. Remove film cover.
2. Place tray on a baking sheet on center rack in oven. Cook 50 minutes.
3. Carefully remove baking sheet with tray from oven and let stand on baking sheet 1 minute. Stir & enjoy!
Do not prepare in toaster oven.
A reheated plastic tray can warp or melt... reheating of tray is not recommended.
Keep frozen until ready to use.",,"Blanched Macaroni (Water, Semolina, Wheat Gluten), Skim Milk, Water, Cheddar Cheese (Milk, Cheese Culture, Salt, Enzymes, Annatto Color), Cheddar Club Cheese (Cheddar Cheese [Cultured Milk, Salt, Enzymes], Water, Salt, Annatto Color), Bleached Wheat Flour, Margarine (Liquid and Partially Hydrogenated Soybean Oil, Water, Salt, Hydrogenated Soybean Oil, Vegetable Mono & Diglycerides, Natural Flavor [Milk], Soy Lecithin, Beta Carotene [Color], Vitamin A Palmitate added), 2% or less of Soybean Oil, Salt, Potassium Chloride, Xanthan Gum, Yeast Extract, Lactic Acid, Calcium Lactate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
013000799102,53,55584,00013000799102,e9cd2980-4d1e-11e1-a2c8-005056957023,1,H.J. Heinz Company,,Heinz,Heinz Gravy Homestyle Roasted Turkey,,,"Best if used by date on cap.
After opening, refrigerate any unused portion and use within 5 days.
Microwave oven instructions:
Pour gravy into microwave safe container. Heat on high about 3 minutes, stirring once.",,"Turkey Broth, Modified Corn Starch, contains 2% or less of Chicken Fat, Wheat Flour, Water, Salt, Cooked White Turkey Meat, Onion Powder, Yeast Extract, Turkey Fat, Autolyzed Yeast Extract, Disodium Inosinate, Disodium Guanylate, Spices, Non Fat Dry Milk, Natural Flavor, Corn Maltodextrin, Caramel Color, Cooked Turkey Meat, Torula Yeast, Citric Acid, Lypolyzed Butter Oil, Extractive of Paprika, Black Pepper, Mono and Diglycerides, Soy Lecithin, Soybean Oil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S.A
014500011008,55,58344,00014500011008,f5f67430-4de3-11e1-b154-005056957023,1,"Birds Eye Foods, Inc.",,Birds Eye,Birds Eye Steamfresh Sweet Peas,,,"Keep frozen.
Microwave directions:
1) Place frozen, unopened bag this side up in microwave. Do not pierce bag. For microwaves with a metal rack, remove rack.
2) Microwave on high for 4 to 6 minutes.*
During cooking, the bag will slowly inflate. A special vent in the bag will allow the steam to escape and a whistling sound may be heard.
3) Let stand for 1 minute after cooking.
Carefully handle bag at corners marked with the red dots and remove from microwave with two hands. Hold bag over serving dish. Tear bag at notch. Pour, stir and enjoy!
*For proper food safety, cook 1 bag at a time to a temp of 160 degrees F.
Refrigerate leftovers promptly; reheat before serving.
Cook thoroughly before eating.
Microwave cook time*:
Wattage: 1200, 1000, 800.
Minutes: 4, 4 1/2, 5-6.
Stove top: place in sauce pan with 1/4 cup water. Bring water to boil over high heat; reduce to medium. Cover and cook 4 to 5 minutes. Drain and serve.
This side up when microwaving.",,Peas.,,,,,,,,,,,,,,,,,,,,,,,,,14,,,
037297914475,56,80703,00037297914475,da473880-488f-11e2-98d6-005056ab0051,1,"Azteca Foods, Inc.",,Maseca,Maseca Instant Corn Masa Flour,,,"For delicious tortillas, just add water.
Yield chart.
4 tortillas - 8 tortillas - 16 tortillas.
Maseca® - 1/2 cup - 1 cup - 2 cups.
Water - 1/3 cup - 2/3 cup - 1 1/4 cups.
Salt - pinch - 1/8 tsp - 1/4 tsp.
Mixing instructions: 
Combine two cups (loose measure) of Maseca®, 1/4 teaspoon salt, and 1 1/4 cups water. Mix thoroughly for about 2 minutes to form soft dough. If dough feels dry, add more water (one tablespoon at a time).
Directions for tortillas:
Divide dough into 16 equal balls. Cover with damp cloth to keep dough moist. Line a tortilla press with two sheets of thick plastic wrap. Place each ball between plastic and press until tortilla measures 5 to 6 inches in diameter. Carefully peel off plastic wrap.
Preheat ungreased griddle, skillet, or comal on medium-high heat.
Cook tortillas one at a time for 50 seconds. Turn, then cook the second side for another 50 seconds. Cover tortillas with cloth napkin to keep soft and warm.
For tostadas, let tortillas cool before frying in oil. Makes 16 tortillas.
How to store your tortillas:
To store, keep tortillas in a sealed plastic bag in the refrigerator for up to a week.
Heating instructions:
Tortillas may be heated on a skillet or electric griddle, or in the microwave.
Skillet or griddle: for best results, heat tortillas on an ungreased skillet over medium-high heat for 15 seconds. Flip and heat for another 15 seconds.
Microwave: place 4 to 6 tortillas between two damp paper towels and microwave 30-45 seconds or until heated through. Wrap in a cloth or store in a tortilla keeper until ready to serve.",,Selected Corn Treated with Lime.,,,,,,,,,,,,Shelf Stable,,Y,,,,,,,,,,,3,,,
