Item UPC,Top 500,ID,UPC,Item Description,Manufacturer,Brand,Distributor,GS1 Category,Pkg Manufacturer,Pkg Manufacturer Address,Pkg Manufacturer Phone,Pkg Manufacturer Email,Pkg Manufacturer URL,Pkg Distributor,Pkg Distributor Address,Pkg Distributor Phone,Pkg Distributor Email,Pkg Distributor URL,Marketing Description,Other Description,Units In Package,Packaging Type,Packaging Size,Package Information,Created,Last Updated
014500010995,32,21067,00014500010995,Birds Eye Steamfresh Super Sweet Corn,"Birds Eye Foods, Inc.",Birds Eye,,(10000270) Vegetables Prepared/Processed (Frozen),,"P.O. Box 20382, Rochester, NY 14602-0382",1-800-563-1786,,www.birdseyefoods.com,,,,,,"Birds Eye® Steamfresh® Super Sweet Corn.
Try it!
Lightly sauced.
Fresh frozen vegetables.
All natural.
No preservatives.
Perfectly cooks in the bag!
Selects.","Birds Eye Foods.
Please call us with comments at 1-800-563-1786 M-F 8:00 a.m. - 5:00 p.m. EST or visit our website at www.birdseyefoods.com.
Please send proof of purchase, along with any correspondence relating to this product to: Birds Eye Foods, Inc., Consumer Relations, P.O. Box 20382, Rochester, NY 14602-0382.
Introducing new Steamfresh® lightly sauced.
Six delicious vegetable and pasta varieties with the perfect amount of sauce, ready in minutes!
Visit www.birdseyesteamfresh.com for exciting offers and more information.
Steam Fast™.
The perfect microwave cooking system.",1,BAG,12.0 OZ,,02/02/2012,02/29/2012
072521049608,33,83949,00072521049608,Vintage Seltzer Original,Cott Beverages Inc.,Vintage,,(10000201) Drinks Flavoured Ready to Drink,,"Tampa, FL 33634",1-888-260-3776,,,,,,,,"Vintage® Original Seltzer.
Sodium free.
Calorie free.","Questions or comments? Call 1-888-260-3776.
©2012 Cott Beverages Inc. All rights reserved.",1,BOTTLE,33.8 FL OZ,,12/27/2012,01/07/2013
019600046103,34,5783,00019600046103,Celeste Pizza For One Pepperoni,Pinnacle Foods Group LLC,Celeste,Pinnacle Foods Group LLC,(10000248) Pies/Pastries/Pizzas/Quiches Savoury (Frozen),,,,,,Pinnacle Foods Group LLC,"Cherry Hill, NJ 08003-3620 USA",1-800-768-6287,,www.celeste-pizza.com,"Celeste?? Pizza For One??? Pepperoni.
Authentic Italian since 1930.
Pepperoni pizza.
Microwaves in minutes.
TrueCook Plus??.
U.S. inspected and passed by department of agriculture.","Celeste?? pizza for one??? brings generations of authentic Italian taste and quality. Savor every bite with Mama's zesty sauce, bursting with the flavor of plump tomatoes and just the right amount of spices and popular toppings. Celeste pizza for one???
Try these other delicious varieties:
Celeste??, pizza for one???, original.
Celeste??, pizza for one???, deluxe.
Questions or comments? 1-800-768-6287.
www.celeste-pizza.com.",1,BOX,5.0 OZ,,05/23/2012,06/06/2012
072940754008,35,106726,00072940754008,Tuttorosso Italian Style Peeled Plum Shaped Tomatoes,Red Gold Inc.,Tuttorosso,Red Gold LLC.,(10000206) Fruit Prepared/Processed (Shelf Stable),,,,,,"Red Gold, LLC","PO Box 83, Elwood, IN 46036",1-866-729-7187,,www.tuttorossotomatoes.com,"Tuttorosso® Italian style Peeled Plum Shaped Tomatoes in Tomato Juice.
100% Natural.
See back panel for nutrition information.","Health information. 100% natural - no artificial colors, flavors, or preservatives.
The antioxidant lycopene is found naturally in tomatoes.
A fat free food.
Good source of vitamin A & C.
A gluten free food.
Steel, please recycle.
Inquiries? 1-866-729-7187.
www.tuttorossotomatoes.com.",1,CAN,28.0 OZ,,07/03/2013,07/22/2013
014800000344,37,90203,00014800000344,Mott's Original 100% Apple Juice - 64oz,Mott's LLP,Mott's,,(10000220) Juice Ready to Drink (Shelf Stable),,"5301 Legacy Drive, Plano, TX 75024",1-800-426-4891,,www.motts.com,,,,,,"Mott's® 100% Apple Juice Original.
Since 1842.
Juice from concentrate with added vitamin C.
120% DV vitamin C.
Servings of fruit**.
2 per 8 fl oz.
64 fl oz (2 qt) 1.9 L.","Contains 100% juice.
©2010 Mott's LLP.
**Provides 2 serving of fruit per 8 fl oz. Per MyPyramid, 1 serving = 1/2 cup. USDA 2005 dietary guidelines recommend a daily intake of 2 cups of fruit for a 2,000 calorie diet.
For more information visit www.motts.com.
We welcome your questions or comments.
Please call 1-800-426-4891.
Mott's brings the best of the orchard to families so they can enjoy delicious fruit goodness every day. Since 1842, we've been dedicated to giving moms easy ways to help their families be their very best.
Unsweetened.
Pasteurized.
Please recycle.",1,JUG,64.0 FL OZ,,02/02/2012,03/27/2013
070230107206,38,97873,00070230107206,Purina Tidy Cats Non-Clumping Cat Litter For Multiple Cats,Nestle Purina PetCare Company,Tidy Cats,,(10000510) Pet Hygiene/Sanitary Protection,,"ST. Louis, MO 63164 USA",1-800-835-6369,,purina.com,,,,,,"Purina® Tidy Cats® Brand Non-Clumping Cat Litter.
For multiple cats.
Specially formulated to neutralize odors.
99.6% dust free.
24/7 performance.
Long lasting odor control.
Low tracking & easy maintenance.","Purina® Your Pet, Our Passion.®.
At Purina we're unconditionally devoted to pets. We've dedicated over 75 years to developing the high-quality products that satisfy the needs of dogs and cats. To find out how we can help you provide a long, happy and healthy life for your pet, ""Ask Purina at purina.com.""
The long lasting odor control of 24/7 performance helps you maintain a worry-free week. The deodorizing system helps keep odors under control around the clock, while making maintenance easy. Tidy Cats - odor control for your multiple cat home.
Extended release deodorizing system.
Great absorption - powerful odor control.
99.6% dust free.
Low tracking.
Purina, Tidy cats, clay cat litter, multiple cats, long lasting odor control.
Long lasting odor control is now... 24/7 performance.
Questions? Visit us at www.tidycats.com.
Questions or comments?
Visit us on-line or save this package and call 1-800-835-6369 Monday - Friday, 7 A.M. to 7 P.M. CT.
Trademarks owned by Societe Des Produits Nestle S.A., Vevey Switzerland.",1,BAG,20.0 LB,,05/21/2013,06/06/2013
041789001215,39,57451,00041789001215,Maruchan Instant Lunch Chicken Flavor Ramen Noodles with Vegetables,"Maruchan, Inc.",Maruchan,,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,"Irvine, CA 92618",,,,,,,,,"Maruchan&#174; Instant Lunch Chicken Flavor Ramen Noodles with Vegetables.
3 minute.
0 grams trans fat.
See nutrition facts for saturated and sodium info.","When writing us, please include code number stamped on package.
Fast and tasty.
As a hot snack or delicious meal-anytime.
Quality guaranteed.
&#169;Maruchan, Inc. 2009.",1,CUP,2.25 OZ,,08/15/2011,09/24/2011
017800149150,41,46082,00017800149150,Purina Dog Chow Complete & Balanced Dog Food,Nestle Purina PetCare Company,Purina,,(10000522) Pet Food (Shelf Stable),,"ST. Louis, MO 63164 USA",1-800-778-7462,,purina.com,,,,,,"Purina® Dog Chow® Complete & Balanced Dog Food.
Dog Chow® brand dog food.
Total care nutrition.
100% of the essential nutrients to support a healthy, active life.
High quality protein for strong muscles.
Highly digestible to help your dog be his best.
Satisfaction guaranteed.","Calorie content - Metabolizable Energy (ME).
3701 kcal/kg - 1679 kcal/lb - 433 kcal/cup.
Helping your dog be his best every day starts with high quality nutrition.
So of course, that's what we provide.
Guaranteed analysis:
Crude protein (min) - 21.0%.
Crude fat (min) - 10.0%.
Crude fiber (max) - 4.5%.
Moisture (max) - 12.0%.
Linoleic acid (min) - 1.5%.
Calcium (Ca) (min) - 1.0%.
Phosphorus (P) (min) - 0.8%.
Vitamin A (min) - 10,000 IU/kg.
Ascorbic acid* (min) - 70mg/kg.
*Not recognized as an essential nutrient by The AAFCO dog food nutrient profiles.
All trademarks are owned by Societe Des Produits Nestle S.A., Vevey, Switzerland or used with permission.
Purina Dog Chow is formulated to meet the nutritional levels established by The Association of American Feed Control Officials (AAFCO) dog food nutrient profiles for all life stages.
Purina® Dog Chow® brand dog food complete & balanced.
18.5 lb/8.39 kg.
Weight circle, proof of purchase.
Total care nutrition.
Your dog is a special part of your family. That's why it's important that you give him high quality nutrition that's 100% complete & balanced to support a healthy, active life. Because when your dog is at his best, it shows - in his personality, in his play, in the way he interacts with the whole family.
Total care ingredients.
Made with whole grains and high quality sources of protein. Plus, 23 vitamins & minerals including antioxidants - 100% of the essential nutrients your dog needs for a healthy, active life.
Total care benefits.
Supports:
Healthy, active life.
Everyday resilience.
Healthy teeth & bones.
Total care excitement.
Every bowl contains the great taste, texture and variety to keep your dog happy and satisfied day after day.
Meet Layla.
Sarah, Technician at Nestle Purina PetCare, St. Joseph, MO.
Layla came into our lives 3 years ago and has been a member of the family ever since! I am a Technician at Nestle Purina PetCare and I know how important it is for Layla to always be her best and ready to go. Layla is a certified therapy dog and, together with our family, she enjoys frequent visits to nursing homes where she gets plenty of belly rubs. Layla also visits our local library once a month where kids sit on blankets and read her stories. It's been a great way for Layla and our family to build and strengthen our bond together.
Learn more about this family at www.dogchow.com.
Total care nutrition for each life stage.
Puppy:
Purina®, Puppy Chow®, brand puppy food.
Purina®, Puppy Chow®, brand puppy food, healthy morsels.
Purina®, Puppy Chow®, brand puppy food, large breed formula.
Adult:
Purina®, Dog Chow®, brand dog food.
Purina®, Healthy Morsels™.
Purina®, Fit & Trim®, brand adult do food.
Purina®, little bites, dog food.
Senior:
Purina®, active senior7+, brand adult dog food.
Total care nutrition satisfaction guaranteed.
Complete satisfaction, or your money back.
If you are not completely satisfied with Purina® Dog Chow® brand dog food, we will refund your purchase price. Cut out the ""best if used by"" date box and the weight circle from this bag. Send within 60 days of date on receipt along with your original purchase receipt with the price circled, a brief explanation of why you were dissatisfied with the product, and your name and street address (P.O. Box and accepted) to satisfaction guarantee, P.O. Box 1326, Wilkes-Barre, PA 18703. Offer good only in USA, APO's and FPO's.
Purina®.
Your Pet, Our Passion®.
At Purina we're unconditionally devoted to pets. We've dedicated over 80 years to developing high-quality products that satisfy the needs of dogs and cats. To find out how we can help you provide a long, happy and healthy life for your pet. ""Ask Purina at purina.com.""
Your dog is a big part of your family. That's why it's important to us that we work together to help support his long, healthy life.
The Purina® Life Plan®: an unprecedented fourteen-year study by Purina proves that you can help extend your dog's healthy years by feeding to his ideal body condition throughout his life. Use the recommended feeding amounts as show on the side panel.
www.dogchow.com.
Questions or comments? Visit us on-line or save this package and call 1-800-7PURINA (1-800-778-7462) Monday - Friday, 7a.m to 7p.m CT.",1,BAG,18.5 LB,,08/16/2012,09/04/2012
071300000083,42,29539,00071300000083,Ronzoni Enriched Macaroni Product Spaghetti,New World Pasta Company,Ronzoni,New World Pasta Company,(10000242) Pasta/Noodles Not Ready to Eat (Shelf Stable),,,,,,New World Pasta Co,"Harrisburg, Pennsylvania 17112-6457 U.S.A",1-800-730-5957,,www.ronzoni.com,"Ronzoni® Enriched Macaroni Product Spaghetti.
Simply Perfect Pasta.","We have been trusted for generations to ensure that only the finest quality ingredients make it from the field to your family's table. Today, our special flour blend ensures that Ronzoni pasta is...Always Firm. Never Sticky. Simply Delicious. We guarantee it!
Ronzoni is So Good!®.
A low fat, sodium free, cholesterol free food.
For delicious recipes and cooking tips visit www.ronzoni.com.
Questions or comments, visit our web site or call 1-800-730-5957.
Ronzoni Healthy Harvest® Pasta Whole Wheat blend and 7-grain blend pastas with whole grain goodness and great pasta taste.
Ronzoni® Smart Taste™ Pasta great tasting white pasta plus three times the fiber and as much calcium as an 8 oz glass of milk.
©NWPC.",1,BOX,1.0 LB,,05/15/2012,05/27/2012
070662030035,43,34410,00070662030035,Nissin Cup Noodles Chicken Ramen Noodle Soup,Nissin Foods USA Co Inc.,Nissin,,(10000262) Soups Prepared (Shelf Stable),,"2001 W. Rosecrans Ave. Gardena, CA 90249",,,www.nissinfoods.com,,,,,,"Nissin?????? Cup Noodles?????? Chicken Flavor Ramen Noodle Soup.
The original since 1971.
0g trans fat.
See nutrition info for total fat, saturated fat, and sodium content.
Serving suggestion.
Ready in 3 minutes.","www.nissinfoods.com.
Cup Noodles??????.
For the very best in Ramen noodle Soup??????.
No CFC.",1,CUP,2.25 OZ,,08/29/2011,09/22/2011
050000010110,44,18598,00050000010110,Nestle Carnation Evaporated Milk,Nestle USA Inc.,Carnation,"Nestle USA, Inc.",(10000026) Milk/Milk Substitutes (Shelf Stable),,,,,,"Nestle USA, Inc","Solon, OH 44139 USA",1-800-854-8935,,verybestbaking.com,"Nestle® Carnation® Evaporated Milk.
The Cooking Milk™.
Vitamin D added.
Real®.","Spicy jack mac & cheese with broccoli.
See inside label for recipes.
The Cooking Milk™.
Use Carnation® in all your cooking and baking recipes to make them taste their best.
No need to add water. Use an equal amount of Carnation® in place of whole milk or half-and-half for rich and creamy results.
Visit thecookingmilk.com.
Like all milk, Carnation® is gluten free.
It's good to know.
Since 1866 Nestle®.
Carnation® evaporated milk is fresh, nutritious milk from which half the water has been removed.
Questions? Call 1-800-854-8935. M-F 8AM-8PM ET. visit us at verybestbaking.com.
Nutritional Compass™.
Recipes inside label.
TMs owned by SPN (Nestle) Switzerland.
Please recycle. Steel.",1,CAN,12.0 FL OZ,,02/28/2012,04/20/2012
761720058206,45,101300,00761720058206,Mazola Corn Oil Cholesterol Free,ACH Food Companies,Mazola,"ACH Foods Companies, Inc.",(10000040) Oils Edible Vegetable or Plant (Shelf Stable),,,,,,"Ach Food Companies, Inc","Memphis, TN 38016",866-4MAZOLA (462-9652,,www.mazola.com,"Cholesterol free.
Corn oil is a cholesterol free food with 14g of total fat per serving. See nutrition information for fat and saturated fat content.
100% pure.
Mazola®.
Corn oil.
0g trans fat per serving.
Heart healthy.
See back for information about the relationship between corn oil and heart disease.
One gallon (128 fl. oz.) 3.78 L.","ACH guarantees quality. Questions or comments, please call 866-4MAZOLA (462-9652).
www.mazola.com.
Mazola is a registered trademark of Ach.
Very limited and preliminary scientific evidence suggests that eating about 1 tbsp (16 grams) of corn oil daily may reduce the risk of heart disease due to the unsaturated fat content in corn oil. FDA concludes there is little scientific evidence supporting this claim. To achieve this possible benefit, corn oil is to replace a similar amount of saturated fat and not increase the total number of calories you eat in a day.
3.785 liters one U.S. gallon.",1,BOTTLE,128.0 FL OZ,,05/28/2013,06/17/2013
